objective,loss,grad_norm,grad_max_abs,nonzero_grad_values,parameter_count
coefficient_mse,35.709598541259766,8.672477896769802,0.8242826461791992,779841,1212973
coefficient_mae,2.9923110008239746,0.6153488849882197,0.01666666753590107,779802,1212973
label_mse,53.271812438964844,12.524320953615378,1.3700401782989502,779842,1212973
label_mae,5.021430969238281,1.097238073894266,0.029724514111876488,764931,1212973
